,StopPointRef,CommonName_x,LocalityName_x,LocalityQualifier,AtcoCode,NaptanCode,PlateCode,CleardownCode,CommonName_y,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName_y,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
5668,0180BAC30688,Keynsham Cemetery,Keynsham,Bath & NE Somerset,0180BAC30688,bthamat,,,Keynsham Cemetery,en,,,,,Durley Hill,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,364522,169183,-2.5116112698,51.4205409658,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5669,0180BAC30688,Keynsham Cemetery,Keynsham,Bath & NE Somerset,0180BAC30688,bthamat,,,Keynsham Cemetery,en,,,,,Durley Hill,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,364522,169183,-2.5116112698,51.4205409658,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5670,0180BAC30688,Keynsham Cemetery,Keynsham,Bath & NE Somerset,0180BAC30688,bthamat,,,Keynsham Cemetery,en,,,,,Durley Hill,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,364522,169183,-2.5116112698,51.4205409658,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5671,0180BAC30688,Keynsham Cemetery,Keynsham,Bath & NE Somerset,0180BAC30688,bthamat,,,Keynsham Cemetery,en,,,,,Durley Hill,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,364522,169183,-2.5116112698,51.4205409658,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5672,0180BAC30688,Keynsham Cemetery,Keynsham,Bath & NE Somerset,0180BAC30688,bthamat,,,Keynsham Cemetery,en,,,,,Durley Hill,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,364522,169183,-2.5116112698,51.4205409658,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5673,0180BAC30688,Keynsham Cemetery,Keynsham,Bath & NE Somerset,0180BAC30688,bthamat,,,Keynsham Cemetery,en,,,,,Durley Hill,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,364522,169183,-2.5116112698,51.4205409658,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5674,0180BAC30688,Keynsham Cemetery,Keynsham,Bath & NE Somerset,0180BAC30688,bthamat,,,Keynsham Cemetery,en,,,,,Durley Hill,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,364522,169183,-2.5116112698,51.4205409658,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5675,0180BAC30688,Keynsham Cemetery,Keynsham,Bath & NE Somerset,0180BAC30688,bthamat,,,Keynsham Cemetery,en,,,,,Durley Hill,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,364522,169183,-2.5116112698,51.4205409658,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5676,0180BAC30691,Rugby Club,Keynsham,Bath & NE Somerset,0180BAC30691,bthampg,,,Rugby Club,en,,,,,Bristol Road,en,,,E-bound,en,E,E0054815,Keynsham,Bristol,,,,,,0,U,364923,168934,-2.5058197752,51.4183271118,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5677,0180BAC30691,Rugby Club,Keynsham,Bath & NE Somerset,0180BAC30691,bthampg,,,Rugby Club,en,,,,,Bristol Road,en,,,E-bound,en,E,E0054815,Keynsham,Bristol,,,,,,0,U,364923,168934,-2.5058197752,51.4183271118,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5678,0180BAC30691,Rugby Club,Keynsham,Bath & NE Somerset,0180BAC30691,bthampg,,,Rugby Club,en,,,,,Bristol Road,en,,,E-bound,en,E,E0054815,Keynsham,Bristol,,,,,,0,U,364923,168934,-2.5058197752,51.4183271118,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5679,0180BAC30691,Rugby Club,Keynsham,Bath & NE Somerset,0180BAC30691,bthampg,,,Rugby Club,en,,,,,Bristol Road,en,,,E-bound,en,E,E0054815,Keynsham,Bristol,,,,,,0,U,364923,168934,-2.5058197752,51.4183271118,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5680,0180BAC30691,Rugby Club,Keynsham,Bath & NE Somerset,0180BAC30691,bthampg,,,Rugby Club,en,,,,,Bristol Road,en,,,E-bound,en,E,E0054815,Keynsham,Bristol,,,,,,0,U,364923,168934,-2.5058197752,51.4183271118,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5681,0180BAC30691,Rugby Club,Keynsham,Bath & NE Somerset,0180BAC30691,bthampg,,,Rugby Club,en,,,,,Bristol Road,en,,,E-bound,en,E,E0054815,Keynsham,Bristol,,,,,,0,U,364923,168934,-2.5058197752,51.4183271118,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5682,0180BAC30691,Rugby Club,Keynsham,Bath & NE Somerset,0180BAC30691,bthampg,,,Rugby Club,en,,,,,Bristol Road,en,,,E-bound,en,E,E0054815,Keynsham,Bristol,,,,,,0,U,364923,168934,-2.5058197752,51.4183271118,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5683,0180BAC30691,Rugby Club,Keynsham,Bath & NE Somerset,0180BAC30691,bthampg,,,Rugby Club,en,,,,,Bristol Road,en,,,E-bound,en,E,E0054815,Keynsham,Bristol,,,,,,0,U,364923,168934,-2.5058197752,51.4183271118,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5684,0180BAC30691,Rugby Club,Keynsham,Bath & NE Somerset,0180BAC30691,bthampg,,,Rugby Club,en,,,,,Bristol Road,en,,,E-bound,en,E,E0054815,Keynsham,Bristol,,,,,,0,U,364923,168934,-2.5058197752,51.4183271118,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5685,0180BAC30698,Keynsham Church,Keynsham,Bath & NE Somerset,0180BAC30698,bthapam,,,Keynsham Church,en,,,,,High Street,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365381,168818,-2.4992222265,51.4173123331,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5686,0180BAC30698,Keynsham Church,Keynsham,Bath & NE Somerset,0180BAC30698,bthapam,,,Keynsham Church,en,,,,,High Street,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365381,168818,-2.4992222265,51.4173123331,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5687,0180BAC30698,Keynsham Church,Keynsham,Bath & NE Somerset,0180BAC30698,bthapam,,,Keynsham Church,en,,,,,High Street,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365381,168818,-2.4992222265,51.4173123331,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5688,0180BAC30698,Keynsham Church,Keynsham,Bath & NE Somerset,0180BAC30698,bthapam,,,Keynsham Church,en,,,,,High Street,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365381,168818,-2.4992222265,51.4173123331,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5689,0180BAC30698,Keynsham Church,Keynsham,Bath & NE Somerset,0180BAC30698,bthapam,,,Keynsham Church,en,,,,,High Street,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365381,168818,-2.4992222265,51.4173123331,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5690,0180BAC30698,Keynsham Church,Keynsham,Bath & NE Somerset,0180BAC30698,bthapam,,,Keynsham Church,en,,,,,High Street,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365381,168818,-2.4992222265,51.4173123331,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5691,0180BAC30698,Keynsham Church,Keynsham,Bath & NE Somerset,0180BAC30698,bthapam,,,Keynsham Church,en,,,,,High Street,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365381,168818,-2.4992222265,51.4173123331,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5692,0180BAC30698,Keynsham Church,Keynsham,Bath & NE Somerset,0180BAC30698,bthapam,,,Keynsham Church,en,,,,,High Street,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365381,168818,-2.4992222265,51.4173123331,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5693,0180BAC30698,Keynsham Church,Keynsham,Bath & NE Somerset,0180BAC30698,bthapam,,,Keynsham Church,en,,,,,High Street,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365381,168818,-2.4992222265,51.4173123331,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5694,0180BAC30698,Keynsham Church,Keynsham,Bath & NE Somerset,0180BAC30698,bthapam,,,Keynsham Church,en,,,,,High Street,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365381,168818,-2.4992222265,51.4173123331,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5695,0180BAC30698,Keynsham Church,Keynsham,Bath & NE Somerset,0180BAC30698,bthapam,,,Keynsham Church,en,,,,,High Street,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365381,168818,-2.4992222265,51.4173123331,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5696,0180BAC30698,Keynsham Church,Keynsham,Bath & NE Somerset,0180BAC30698,bthapam,,,Keynsham Church,en,,,,,High Street,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365381,168818,-2.4992222265,51.4173123331,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5697,0180BAC30698,Keynsham Church,Keynsham,Bath & NE Somerset,0180BAC30698,bthapam,,,Keynsham Church,en,,,,,High Street,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365381,168818,-2.4992222265,51.4173123331,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5698,0180BAC30698,Keynsham Church,Keynsham,Bath & NE Somerset,0180BAC30698,bthapam,,,Keynsham Church,en,,,,,High Street,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365381,168818,-2.4992222265,51.4173123331,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5699,0180BAC30698,Keynsham Church,Keynsham,Bath & NE Somerset,0180BAC30698,bthapam,,,Keynsham Church,en,,,,,High Street,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365381,168818,-2.4992222265,51.4173123331,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5700,0180BAC30698,Keynsham Church,Keynsham,Bath & NE Somerset,0180BAC30698,bthapam,,,Keynsham Church,en,,,,,High Street,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365381,168818,-2.4992222265,51.4173123331,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5701,0180BAC30698,Keynsham Church,Keynsham,Bath & NE Somerset,0180BAC30698,bthapam,,,Keynsham Church,en,,,,,High Street,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365381,168818,-2.4992222265,51.4173123331,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5702,0180BAC30698,Keynsham Church,Keynsham,Bath & NE Somerset,0180BAC30698,bthapam,,,Keynsham Church,en,,,,,High Street,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365381,168818,-2.4992222265,51.4173123331,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5703,0180BAC30698,Keynsham Church,Keynsham,Bath & NE Somerset,0180BAC30698,bthapam,,,Keynsham Church,en,,,,,High Street,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365381,168818,-2.4992222265,51.4173123331,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5704,0180BAC30698,Keynsham Church,Keynsham,Bath & NE Somerset,0180BAC30698,bthapam,,,Keynsham Church,en,,,,,High Street,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365381,168818,-2.4992222265,51.4173123331,BCT,MKD,OTH,,,,1,2014-10-21T13:55:27,2014-07-14T15:18:18,0,new,act
5705,0180BAC30780,Ashton Way,Keynsham,Bath & NE Somerset,0180BAC30780,bthapda,,,Ashton Way,en,,,,,Ashton Way,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,365400,168509,-2.4989187601,51.4145351209,BCT,MKD,OTH,,,,1,2014-10-21T13:55:20,2014-07-14T15:18:17,0,new,act
5706,0180BAC30780,Ashton Way,Keynsham,Bath & NE Somerset,0180BAC30780,bthapda,,,Ashton Way,en,,,,,Ashton Way,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,365400,168509,-2.4989187601,51.4145351209,BCT,MKD,OTH,,,,1,2014-10-21T13:55:20,2014-07-14T15:18:17,0,new,act
5707,0180BAC30780,Ashton Way,Keynsham,Bath & NE Somerset,0180BAC30780,bthapda,,,Ashton Way,en,,,,,Ashton Way,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,365400,168509,-2.4989187601,51.4145351209,BCT,MKD,OTH,,,,1,2014-10-21T13:55:20,2014-07-14T15:18:17,0,new,act
5708,0180BAC30780,Ashton Way,Keynsham,Bath & NE Somerset,0180BAC30780,bthapda,,,Ashton Way,en,,,,,Ashton Way,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,365400,168509,-2.4989187601,51.4145351209,BCT,MKD,OTH,,,,1,2014-10-21T13:55:20,2014-07-14T15:18:17,0,new,act
5709,0180BAC30780,Ashton Way,Keynsham,Bath & NE Somerset,0180BAC30780,bthapda,,,Ashton Way,en,,,,,Ashton Way,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,365400,168509,-2.4989187601,51.4145351209,BCT,MKD,OTH,,,,1,2014-10-21T13:55:20,2014-07-14T15:18:17,0,new,act
5710,0180BAC30780,Ashton Way,Keynsham,Bath & NE Somerset,0180BAC30780,bthapda,,,Ashton Way,en,,,,,Ashton Way,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,365400,168509,-2.4989187601,51.4145351209,BCT,MKD,OTH,,,,1,2014-10-21T13:55:20,2014-07-14T15:18:17,0,new,act
5711,0180BAC30780,Ashton Way,Keynsham,Bath & NE Somerset,0180BAC30780,bthapda,,,Ashton Way,en,,,,,Ashton Way,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,365400,168509,-2.4989187601,51.4145351209,BCT,MKD,OTH,,,,1,2014-10-21T13:55:20,2014-07-14T15:18:17,0,new,act
5712,0180BAC30780,Ashton Way,Keynsham,Bath & NE Somerset,0180BAC30780,bthapda,,,Ashton Way,en,,,,,Ashton Way,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,365400,168509,-2.4989187601,51.4145351209,BCT,MKD,OTH,,,,1,2014-10-21T13:55:20,2014-07-14T15:18:17,0,new,act
5713,0180BAC30780,Ashton Way,Keynsham,Bath & NE Somerset,0180BAC30780,bthapda,,,Ashton Way,en,,,,,Ashton Way,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,365400,168509,-2.4989187601,51.4145351209,BCT,MKD,OTH,,,,1,2014-10-21T13:55:20,2014-07-14T15:18:17,0,new,act
5714,0180BAC30780,Ashton Way,Keynsham,Bath & NE Somerset,0180BAC30780,bthapda,,,Ashton Way,en,,,,,Ashton Way,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,365400,168509,-2.4989187601,51.4145351209,BCT,MKD,OTH,,,,1,2014-10-21T13:55:20,2014-07-14T15:18:17,0,new,act
5715,0180BAC30780,Ashton Way,Keynsham,Bath & NE Somerset,0180BAC30780,bthapda,,,Ashton Way,en,,,,,Ashton Way,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,365400,168509,-2.4989187601,51.4145351209,BCT,MKD,OTH,,,,1,2014-10-21T13:55:20,2014-07-14T15:18:17,0,new,act
5716,0180BAC30780,Ashton Way,Keynsham,Bath & NE Somerset,0180BAC30780,bthapda,,,Ashton Way,en,,,,,Ashton Way,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,365400,168509,-2.4989187601,51.4145351209,BCT,MKD,OTH,,,,1,2014-10-21T13:55:20,2014-07-14T15:18:17,0,new,act
5717,0180BAC30780,Ashton Way,Keynsham,Bath & NE Somerset,0180BAC30780,bthapda,,,Ashton Way,en,,,,,Ashton Way,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,365400,168509,-2.4989187601,51.4145351209,BCT,MKD,OTH,,,,1,2014-10-21T13:55:20,2014-07-14T15:18:17,0,new,act
5718,0180BAC30780,Ashton Way,Keynsham,Bath & NE Somerset,0180BAC30780,bthapda,,,Ashton Way,en,,,,,Ashton Way,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,365400,168509,-2.4989187601,51.4145351209,BCT,MKD,OTH,,,,1,2014-10-21T13:55:20,2014-07-14T15:18:17,0,new,act
5719,0180BAC30780,Ashton Way,Keynsham,Bath & NE Somerset,0180BAC30780,bthapda,,,Ashton Way,en,,,,,Ashton Way,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,365400,168509,-2.4989187601,51.4145351209,BCT,MKD,OTH,,,,1,2014-10-21T13:55:20,2014-07-14T15:18:17,0,new,act
5720,0180BAC30702,Keynsham Memorial Park,Keynsham,Bath & NE Somerset,0180BAC30702,bthapjp,,,Keynsham Memorial Park,en,,,,,Bath Hill,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365617,168483,-2.495795958,51.4143145813,BCT,MKD,OTH,,,,1,2014-10-21T13:55:28,2014-07-14T15:18:18,0,new,act
5721,0180BAC30702,Keynsham Memorial Park,Keynsham,Bath & NE Somerset,0180BAC30702,bthapjp,,,Keynsham Memorial Park,en,,,,,Bath Hill,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365617,168483,-2.495795958,51.4143145813,BCT,MKD,OTH,,,,1,2014-10-21T13:55:28,2014-07-14T15:18:18,0,new,act
5722,0180BAC30702,Keynsham Memorial Park,Keynsham,Bath & NE Somerset,0180BAC30702,bthapjp,,,Keynsham Memorial Park,en,,,,,Bath Hill,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365617,168483,-2.495795958,51.4143145813,BCT,MKD,OTH,,,,1,2014-10-21T13:55:28,2014-07-14T15:18:18,0,new,act
5723,0180BAC30702,Keynsham Memorial Park,Keynsham,Bath & NE Somerset,0180BAC30702,bthapjp,,,Keynsham Memorial Park,en,,,,,Bath Hill,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365617,168483,-2.495795958,51.4143145813,BCT,MKD,OTH,,,,1,2014-10-21T13:55:28,2014-07-14T15:18:18,0,new,act
5724,0180BAC30702,Keynsham Memorial Park,Keynsham,Bath & NE Somerset,0180BAC30702,bthapjp,,,Keynsham Memorial Park,en,,,,,Bath Hill,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365617,168483,-2.495795958,51.4143145813,BCT,MKD,OTH,,,,1,2014-10-21T13:55:28,2014-07-14T15:18:18,0,new,act
5725,0180BAC30702,Keynsham Memorial Park,Keynsham,Bath & NE Somerset,0180BAC30702,bthapjp,,,Keynsham Memorial Park,en,,,,,Bath Hill,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365617,168483,-2.495795958,51.4143145813,BCT,MKD,OTH,,,,1,2014-10-21T13:55:28,2014-07-14T15:18:18,0,new,act
5726,0180BAC30702,Keynsham Memorial Park,Keynsham,Bath & NE Somerset,0180BAC30702,bthapjp,,,Keynsham Memorial Park,en,,,,,Bath Hill,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365617,168483,-2.495795958,51.4143145813,BCT,MKD,OTH,,,,1,2014-10-21T13:55:28,2014-07-14T15:18:18,0,new,act
5727,0180BAC30702,Keynsham Memorial Park,Keynsham,Bath & NE Somerset,0180BAC30702,bthapjp,,,Keynsham Memorial Park,en,,,,,Bath Hill,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365617,168483,-2.495795958,51.4143145813,BCT,MKD,OTH,,,,1,2014-10-21T13:55:28,2014-07-14T15:18:18,0,new,act
5728,0180BAC30702,Keynsham Memorial Park,Keynsham,Bath & NE Somerset,0180BAC30702,bthapjp,,,Keynsham Memorial Park,en,,,,,Bath Hill,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365617,168483,-2.495795958,51.4143145813,BCT,MKD,OTH,,,,1,2014-10-21T13:55:28,2014-07-14T15:18:18,0,new,act
5729,0180BAC30702,Keynsham Memorial Park,Keynsham,Bath & NE Somerset,0180BAC30702,bthapjp,,,Keynsham Memorial Park,en,,,,,Bath Hill,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365617,168483,-2.495795958,51.4143145813,BCT,MKD,OTH,,,,1,2014-10-21T13:55:28,2014-07-14T15:18:18,0,new,act
5730,0180BAC30702,Keynsham Memorial Park,Keynsham,Bath & NE Somerset,0180BAC30702,bthapjp,,,Keynsham Memorial Park,en,,,,,Bath Hill,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365617,168483,-2.495795958,51.4143145813,BCT,MKD,OTH,,,,1,2014-10-21T13:55:28,2014-07-14T15:18:18,0,new,act
5731,0180BAC30702,Keynsham Memorial Park,Keynsham,Bath & NE Somerset,0180BAC30702,bthapjp,,,Keynsham Memorial Park,en,,,,,Bath Hill,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365617,168483,-2.495795958,51.4143145813,BCT,MKD,OTH,,,,1,2014-10-21T13:55:28,2014-07-14T15:18:18,0,new,act
5732,0180BAC30702,Keynsham Memorial Park,Keynsham,Bath & NE Somerset,0180BAC30702,bthapjp,,,Keynsham Memorial Park,en,,,,,Bath Hill,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365617,168483,-2.495795958,51.4143145813,BCT,MKD,OTH,,,,1,2014-10-21T13:55:28,2014-07-14T15:18:18,0,new,act
5733,0180BAC30702,Keynsham Memorial Park,Keynsham,Bath & NE Somerset,0180BAC30702,bthapjp,,,Keynsham Memorial Park,en,,,,,Bath Hill,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365617,168483,-2.495795958,51.4143145813,BCT,MKD,OTH,,,,1,2014-10-21T13:55:28,2014-07-14T15:18:18,0,new,act
5734,0180BAC30702,Keynsham Memorial Park,Keynsham,Bath & NE Somerset,0180BAC30702,bthapjp,,,Keynsham Memorial Park,en,,,,,Bath Hill,en,,,SE-bound,en,SE,E0054815,Keynsham,Bristol,,,,,,0,U,365617,168483,-2.495795958,51.4143145813,BCT,MKD,OTH,,,,1,2014-10-21T13:55:28,2014-07-14T15:18:18,0,new,act
5735,0180BAC30739,Manor Road,Keynsham,Bath & NE Somerset,0180BAC30739,bthatap,,,Manor Road,en,,,,,Wellsway,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,365818,167452,-2.4928060962,51.4050565091,BCT,MKD,OTH,,,,1,2014-10-21T13:55:20,2014-07-14T15:18:18,0,new,act
5736,0180BAC30739,Manor Road,Keynsham,Bath & NE Somerset,0180BAC30739,bthatap,,,Manor Road,en,,,,,Wellsway,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,365818,167452,-2.4928060962,51.4050565091,BCT,MKD,OTH,,,,1,2014-10-21T13:55:20,2014-07-14T15:18:18,0,new,act
5737,0180BAC30739,Manor Road,Keynsham,Bath & NE Somerset,0180BAC30739,bthatap,,,Manor Road,en,,,,,Wellsway,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,365818,167452,-2.4928060962,51.4050565091,BCT,MKD,OTH,,,,1,2014-10-21T13:55:20,2014-07-14T15:18:18,0,new,act
5738,0180BAC30739,Manor Road,Keynsham,Bath & NE Somerset,0180BAC30739,bthatap,,,Manor Road,en,,,,,Wellsway,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,365818,167452,-2.4928060962,51.4050565091,BCT,MKD,OTH,,,,1,2014-10-21T13:55:20,2014-07-14T15:18:18,0,new,act
5739,0180BAC30738,Sunnymead,Keynsham,Bath & NE Somerset,0180BAC30738,bthataw,,,Sunnymead,en,,,,,Wellsway,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,365849,167112,-2.4923276081,51.4020012604,BCT,MKD,OTH,,,,1,2014-10-21T13:55:20,2014-07-14T15:18:18,0,new,act
5740,0180BAC30738,Sunnymead,Keynsham,Bath & NE Somerset,0180BAC30738,bthataw,,,Sunnymead,en,,,,,Wellsway,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,365849,167112,-2.4923276081,51.4020012604,BCT,MKD,OTH,,,,1,2014-10-21T13:55:20,2014-07-14T15:18:18,0,new,act
5741,0180BAC30738,Sunnymead,Keynsham,Bath & NE Somerset,0180BAC30738,bthataw,,,Sunnymead,en,,,,,Wellsway,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,365849,167112,-2.4923276081,51.4020012604,BCT,MKD,OTH,,,,1,2014-10-21T13:55:20,2014-07-14T15:18:18,0,new,act
5742,0180BAC30738,Sunnymead,Keynsham,Bath & NE Somerset,0180BAC30738,bthataw,,,Sunnymead,en,,,,,Wellsway,en,,,S-bound,en,S,E0054815,Keynsham,Bristol,,,,,,0,U,365849,167112,-2.4923276081,51.4020012604,BCT,MKD,OTH,,,,1,2014-10-21T13:55:20,2014-07-14T15:18:18,0,new,act
