,RouteLinkId,From,To,From_AtcoCode,From_LocalityName,From_Latitude,From_Longitude,To_AtcoCode,NaptanCode,To_LocalityName,To_Latitude,To_Longitude
173191,RL_40-18B-_-y10-2-H-1-17,0180BAC49605,0180BAA01343,0180BAC49605,Bath City Centre,51.3792127548,-2.3624487013,0180BAA01343,bthmwgw,Bath City Centre,51.3780361096,-2.3591059623
173192,RL_40-U18-_-y10-1-H-1-21,0180BAC49605,0180BAA01343,0180BAC49605,Bath City Centre,51.3792127548,-2.3624487013,0180BAA01343,bthmwgw,Bath City Centre,51.3780361096,-2.3591059623
173193,RL_40-U18-_-y10-1-H-2-8,0180BAC49605,0180BAA01343,0180BAC49605,Bath City Centre,51.3792127548,-2.3624487013,0180BAA01343,bthmwgw,Bath City Centre,51.3780361096,-2.3591059623
173194,RL_40-15-_-y10-2-H-2-15,0180BAC49605,0180BAA01333,0180BAC49605,Bath City Centre,51.3792127548,-2.3624487013,0180BAA01333,bthmwdm,Bath City Centre,51.3778207923,-2.3589462269
173195,RL_40-15-_-y10-2-H-3-15,0180BAC49605,0180BAA01333,0180BAC49605,Bath City Centre,51.3792127548,-2.3624487013,0180BAA01333,bthmwdm,Bath City Centre,51.3778207923,-2.3589462269
173196,RL_40-15-A-y10-2-H-3-15,0180BAC49605,0180BAA01333,0180BAC49605,Bath City Centre,51.3792127548,-2.3624487013,0180BAA01333,bthmwdm,Bath City Centre,51.3778207923,-2.3589462269
173197,RL_40-15-_-y10-2-H-2-16,0180BAA01333,0180BAC49604,0180BAA01333,Bath City Centre,51.3778207923,-2.3589462269,0180BAC49604,bthmtmw,Bath City Centre,51.3783311657,-2.3625710545
173198,RL_40-15-_-y10-2-H-4-1,0180BAA01333,0180BAC49604,0180BAA01333,Bath City Centre,51.3778207923,-2.3589462269,0180BAC49604,bthmtmw,Bath City Centre,51.3783311657,-2.3625710545
173199,RL_40-15-A-y10-2-H-3-16,0180BAA01333,0180BAC49604,0180BAA01333,Bath City Centre,51.3778207923,-2.3589462269,0180BAC49604,bthmtmw,Bath City Centre,51.3783311657,-2.3625710545
173200,RL_40-18-_-y10-2-H-1-30,0180BAC30587,0180BAC49604,0180BAC30587,Bath City Centre,51.3778601429,-2.3578401796,0180BAC49604,bthmtmw,Bath City Centre,51.3783311657,-2.3625710545
173201,RL_40-18-_-y10-2-H-2-30,0180BAC30587,0180BAC49604,0180BAC30587,Bath City Centre,51.3778601429,-2.3578401796,0180BAC49604,bthmtmw,Bath City Centre,51.3783311657,-2.3625710545
176612,RL_40-18-_-y10-2-H-1-6,0180BAA01343,0180BAC30608,0180BAA01343,Bath City Centre,51.3780361096,-2.3591059623,0180BAC30608,bthjpdt,Bath City Centre,51.3820641387,-2.3592237013
176613,RL_40-18-_-y10-2-H-2-6,0180BAA01343,0180BAC30608,0180BAA01343,Bath City Centre,51.3780361096,-2.3591059623,0180BAC30608,bthjpdt,Bath City Centre,51.3820641387,-2.3592237013
176614,RL_40-18B-_-y10-2-H-1-18,0180BAA01343,0180BAC30608,0180BAA01343,Bath City Centre,51.3780361096,-2.3591059623,0180BAC30608,bthjpdt,Bath City Centre,51.3820641387,-2.3592237013
176615,RL_40-U18-_-y10-1-H-1-22,0180BAA01343,0180BAC30608,0180BAA01343,Bath City Centre,51.3780361096,-2.3591059623,0180BAC30608,bthjpdt,Bath City Centre,51.3820641387,-2.3592237013
176616,RL_40-U18-_-y10-1-H-2-9,0180BAA01343,0180BAC30608,0180BAA01343,Bath City Centre,51.3780361096,-2.3591059623,0180BAC30608,bthjpdt,Bath City Centre,51.3820641387,-2.3592237013
287283,RL_40-18B-_-y10-2-H-1-15,0180BAC30587,0180BAZ02396,0180BAC30587,Bath City Centre,51.3778601429,-2.3578401796,0180BAZ02396,bthjmtj,Bath City Centre,51.3781172742,-2.3619515265
